"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"mu1[1389]",-0.27,-0.27,0.05,-0.36,-0.18
"mu1[1390]",0.14,0.14,0.05,0.04,0.24
"mu1[1391]",0.93,0.93,0.06,0.82,1.04
"mu1[1392]",0.54,0.54,0.06,0.42,0.66
"mu1[1393]",1.03,1.03,0.07,0.89,1.16
"mu1[1394]",0.21,0.21,0.03,0.15,0.27
"mu1[1395]",-0.33,-0.33,0.04,-0.42,-0.25
"mu1[1396]",-0.12,-0.12,0.03,-0.18,-0.05
"mu1[1397]",1.06,1.06,0.06,0.93,1.18
"mu1[1398]",0.01,0.01,0.05,-0.07,0.1
"mu1[1399]",-0.16,-0.16,0.09,-0.33,0.02
"mu1[1400]",-1.22,-1.22,0.07,-1.36,-1.08
"mu1[1401]",0.79,0.79,0.05,0.7,0.88
"mu1[1402]",0.55,0.55,0.06,0.43,0.66
"mu1[1403]",0.01,0.01,0.06,-0.1,0.13
"mu1[1404]",-0.1,-0.1,0.05,-0.19,-0.01
"mu1[1405]",0.73,0.73,0.05,0.63,0.83
"mu1[1406]",0.43,0.43,0.04,0.34,0.52
"mu1[1407]",-0.23,-0.23,0.04,-0.32,-0.14
"mu1[1408]",0.64,0.64,0.06,0.52,0.76
"mu1[1409]",0.16,0.16,0.07,0.02,0.29
"mu1[1410]",-0.56,-0.56,0.07,-0.7,-0.43
"mu1[1411]",0.21,0.21,0.07,0.07,0.35
"mu1[1412]",0.08,0.08,0.03,0.01,0.14
"mu1[1413]",-0.77,-0.77,0.05,-0.87,-0.66
"mu1[1414]",-0.4,-0.4,0.05,-0.49,-0.31
"mu1[1415]",0.56,0.56,0.05,0.46,0.65
"mu1[1416]",-0.33,-0.33,0.04,-0.42,-0.25
"mu1[1417]",0.46,0.46,0.05,0.36,0.56
"mu1[1418]",0.15,0.15,0.04,0.08,0.22
"mu1[1419]",-0.25,-0.25,0.06,-0.37,-0.13
"mu1[1420]",-0.28,-0.28,0.04,-0.36,-0.19
"mu1[1421]",-0.39,-0.39,0.05,-0.48,-0.3
"mu1[1422]",-0.79,-0.79,0.06,-0.9,-0.67
"mu1[1423]",-0.36,-0.36,0.06,-0.48,-0.24
"mu1[1424]",-0.08,-0.08,0.08,-0.22,0.08
"mu1[1425]",-0.96,-0.96,0.08,-1.12,-0.79
"mu1[1426]",-1.74,-1.74,0.08,-1.9,-1.58
"mu1[1427]",-0.29,-0.29,0.05,-0.38,-0.2
"mu1[1428]",-0.52,-0.52,0.06,-0.63,-0.41
"mu1[1429]",-0.46,-0.46,0.04,-0.54,-0.37
"mu1[1430]",-0.32,-0.31,0.09,-0.48,-0.15
"mu1[1431]",-0.37,-0.37,0.1,-0.56,-0.19
"mu1[1432]",0.02,0.02,0.1,-0.17,0.23
"mu1[1433]",0.06,0.06,0.06,-0.05,0.17
"mu1[1434]",0.65,0.65,0.07,0.52,0.78
"mu1[1435]",0.46,0.46,0.06,0.35,0.58
"mu1[1436]",0.28,0.28,0.05,0.17,0.39
"mu1[1437]",0.23,0.23,0.07,0.1,0.36
"mu1[1438]",0.03,0.03,0.07,-0.11,0.18
"mu1[1439]",-0.5,-0.49,0.05,-0.6,-0.39
"mu1[1440]",0.64,0.64,0.07,0.49,0.78
"mu1[1441]",0.91,0.91,0.06,0.79,1.03
"mu1[1442]",-0.75,-0.75,0.07,-0.89,-0.62
"mu1[1443]",0.25,0.25,0.08,0.1,0.4
"mu1[1444]",0.18,0.18,0.05,0.09,0.28
"mu1[1445]",-0.05,-0.05,0.07,-0.18,0.09
"mu1[1446]",0.46,0.46,0.05,0.36,0.55
"mu1[1447]",-0.14,-0.14,0.07,-0.27,-0.01
"mu1[1448]",-0.25,-0.25,0.05,-0.35,-0.17
"mu1[1449]",0.25,0.24,0.06,0.12,0.37
"mu1[1450]",-0.81,-0.81,0.08,-0.95,-0.66
"mu1[1451]",0.04,0.04,0.04,-0.04,0.11
"mu1[1452]",-0.28,-0.28,0.08,-0.43,-0.13
"mu1[1453]",0.7,0.7,0.07,0.55,0.84
"mu1[1454]",-0.25,-0.25,0.07,-0.38,-0.12
"mu1[1455]",0.27,0.27,0.08,0.12,0.41
"mu1[1456]",-0.62,-0.62,0.09,-0.79,-0.44
"mu1[1457]",-0.36,-0.36,0.05,-0.45,-0.27
"mu1[1458]",-0.09,-0.09,0.06,-0.21,0.02
"mu1[1459]",0.79,0.79,0.06,0.66,0.91
"mu1[1460]",-0.32,-0.32,0.08,-0.48,-0.17
"mu1[1461]",-0.88,-0.88,0.09,-1.05,-0.7
"mu1[1462]",-0.06,-0.06,0.05,-0.15,0.04
"mu1[1463]",-1.2,-1.2,0.08,-1.35,-1.04
"mu1[1464]",0.22,0.22,0.05,0.13,0.31
"mu1[1465]",-0.02,-0.02,0.08,-0.18,0.13
"mu1[1466]",0.24,0.24,0.07,0.1,0.37
"mu1[1467]",-0.81,-0.81,0.07,-0.94,-0.68
"mu1[1468]",-0.02,-0.02,0.04,-0.1,0.05
"mu1[1469]",-0.65,-0.65,0.05,-0.74,-0.56
"mu1[1470]",-0.13,-0.14,0.05,-0.22,-0.04
"mu1[1471]",0.29,0.29,0.04,0.21,0.38
"mu1[1472]",-0.46,-0.46,0.06,-0.57,-0.35
"mu1[1473]",0.13,0.13,0.05,0.04,0.23
"mu1[1474]",-0.58,-0.58,0.08,-0.75,-0.41
"mu1[1475]",0.28,0.28,0.05,0.19,0.38
"mu1[1476]",-0.22,-0.22,0.06,-0.33,-0.11
"mu1[1477]",0.18,0.18,0.05,0.09,0.28
"mu1[1478]",0.72,0.72,0.07,0.58,0.85
"mu1[1479]",-0.72,-0.72,0.08,-0.87,-0.57
"mu1[1480]",0.33,0.33,0.04,0.25,0.42
"mu1[1481]",0.25,0.25,0.03,0.18,0.31
"mu1[1482]",-0.42,-0.42,0.09,-0.59,-0.24
"mu1[1483]",0.73,0.73,0.04,0.65,0.82
"mu1[1484]",-0.06,-0.06,0.05,-0.14,0.04
"mu1[1485]",0.11,0.1,0.04,0.03,0.19
"mu1[1486]",0.03,0.03,0.08,-0.13,0.19
"mu1[1487]",-0.38,-0.38,0.05,-0.47,-0.28
"mu1[1488]",-0.05,-0.05,0.04,-0.12,0.02
"mu1[1489]",-0.43,-0.43,0.04,-0.51,-0.34
"mu1[1490]",-0.09,-0.09,0.04,-0.18,0
"mu1[1491]",-1.86,-1.86,0.1,-2.05,-1.65
"mu1[1492]",-0.12,-0.13,0.04,-0.2,-0.05
"mu1[1493]",-0.31,-0.31,0.08,-0.46,-0.16
"mu1[1494]",0.87,0.88,0.09,0.7,1.04
"mu1[1495]",-0.52,-0.53,0.08,-0.68,-0.37
"mu1[1496]",0.51,0.51,0.06,0.38,0.64
"mu1[1497]",-0.38,-0.38,0.04,-0.45,-0.3
"mu1[1498]",0.11,0.11,0.03,0.05,0.17
"mu1[1499]",0.7,0.7,0.06,0.58,0.82
"mu1[1500]",0.49,0.49,0.05,0.38,0.58
"mu1[1501]",-1.08,-1.08,0.07,-1.2,-0.95
"mu1[1502]",-0.83,-0.83,0.09,-1,-0.66
"mu1[1503]",0.15,0.14,0.09,-0.04,0.33
"mu1[1504]",0.23,0.23,0.05,0.13,0.34
"mu1[1505]",0.25,0.25,0.04,0.16,0.34
"mu1[1506]",-0.47,-0.47,0.08,-0.63,-0.31
"mu1[1507]",0.09,0.09,0.04,0.01,0.17
"mu1[1508]",-0.54,-0.54,0.06,-0.66,-0.41
"mu1[1509]",-0.36,-0.36,0.06,-0.49,-0.24
"mu1[1510]",-1.05,-1.05,0.07,-1.18,-0.92
"mu1[1511]",-0.11,-0.11,0.09,-0.28,0.07
"mu1[1512]",-0.15,-0.15,0.05,-0.24,-0.06
"mu1[1513]",0.2,0.2,0.07,0.07,0.34
"mu1[1514]",0,0,0.04,-0.08,0.07
"mu1[1515]",0.73,0.73,0.05,0.62,0.83
"mu1[1516]",0.5,0.5,0.05,0.4,0.59
"mu1[1517]",0.37,0.37,0.05,0.27,0.46
"mu1[1518]",-1.08,-1.08,0.07,-1.21,-0.95
"mu1[1519]",-0.71,-0.71,0.06,-0.83,-0.6
"mu1[1520]",-0.04,-0.04,0.06,-0.16,0.09
"mu1[1521]",-0.79,-0.79,0.07,-0.94,-0.65
"mu1[1522]",-1.2,-1.2,0.09,-1.39,-1.02
"mu1[1523]",-0.23,-0.23,0.05,-0.32,-0.13
"mu1[1524]",0.36,0.36,0.04,0.29,0.44
"mu1[1525]",0,0,0.05,-0.1,0.1
"mu1[1526]",0.31,0.31,0.03,0.24,0.37
"mu1[1527]",-0.93,-0.93,0.07,-1.05,-0.8
"mu1[1528]",-0.26,-0.26,0.05,-0.35,-0.16
"mu1[1529]",1.23,1.24,0.09,1.05,1.4
"mu1[1530]",-0.33,-0.33,0.04,-0.41,-0.26
"mu1[1531]",-0.17,-0.17,0.08,-0.33,-0.01
"mu1[1532]",-0.62,-0.62,0.07,-0.75,-0.49
"mu1[1533]",-0.34,-0.34,0.05,-0.44,-0.25
"mu1[1534]",0.03,0.03,0.05,-0.06,0.12
"mu1[1535]",-1.13,-1.13,0.07,-1.26,-1
"mu1[1536]",-0.3,-0.3,0.06,-0.43,-0.18
"mu1[1537]",-0.23,-0.23,0.07,-0.37,-0.1
"mu1[1538]",0.18,0.18,0.05,0.09,0.27
"mu1[1539]",0.4,0.4,0.04,0.31,0.48
"mu1[1540]",-0.79,-0.79,0.06,-0.9,-0.68
"mu1[1541]",-0.19,-0.2,0.09,-0.36,-0.01
"mu1[1542]",-0.02,-0.02,0.04,-0.09,0.05
"mu1[1543]",-0.96,-0.95,0.06,-1.08,-0.84
"mu1[1544]",-1.48,-1.48,0.09,-1.66,-1.3
"mu1[1545]",-0.09,-0.09,0.03,-0.15,-0.03
"mu1[1546]",-0.31,-0.31,0.04,-0.39,-0.23
"mu1[1547]",-1.03,-1.03,0.06,-1.15,-0.91
"mu1[1548]",0.45,0.45,0.05,0.36,0.53
"mu1[1549]",-1.61,-1.61,0.07,-1.76,-1.46
"mu1[1550]",-1.07,-1.07,0.08,-1.23,-0.91
"mu1[1551]",-0.3,-0.3,0.04,-0.38,-0.22
"mu1[1552]",-0.79,-0.79,0.06,-0.91,-0.68
"mu1[1553]",-1.16,-1.16,0.07,-1.3,-1.02
"mu1[1554]",0.24,0.24,0.05,0.14,0.35
"mu1[1555]",-0.16,-0.16,0.06,-0.27,-0.05
"mu1[1556]",-0.18,-0.18,0.04,-0.27,-0.09
"mu1[1557]",-0.18,-0.18,0.06,-0.29,-0.06
"mu1[1558]",0.28,0.28,0.05,0.18,0.36
"mu1[1559]",-0.55,-0.55,0.06,-0.66,-0.44
"mu1[1560]",-2.12,-2.12,0.09,-2.3,-1.94
"mu1[1561]",0.14,0.14,0.04,0.06,0.21
"mu1[1562]",-0.53,-0.54,0.07,-0.68,-0.39
"mu1[1563]",-0.59,-0.59,0.08,-0.76,-0.42
"mu1[1564]",-0.09,-0.09,0.06,-0.22,0.03
"mu1[1565]",0.25,0.25,0.04,0.17,0.33
"mu1[1566]",-0.46,-0.46,0.04,-0.54,-0.38
"mu1[1567]",0.56,0.56,0.05,0.46,0.65
"mu1[1568]",-0.2,-0.2,0.04,-0.27,-0.13
"mu1[1569]",-0.02,-0.02,0.05,-0.12,0.08
"mu1[1570]",-0.53,-0.53,0.06,-0.64,-0.41
"mu1[1571]",-0.45,-0.44,0.05,-0.55,-0.34
"mu1[1572]",-0.44,-0.44,0.06,-0.55,-0.33
"mu1[1573]",0.01,0.01,0.04,-0.06,0.08
"mu1[1574]",-1.69,-1.68,0.09,-1.86,-1.51
